CFA des métiers du transport et de la logistique - AFTRAL#2.8043092#50.2881407#62000
Pôle formation des industries technologiques - Centre de la Roche-sur-Yon (CFA AFPI Pays de la Loire)#-1.4010955#46.6724745#85000
BTP CFA Loire Michel Cluzel#4.377324#45.434437#42000
CFAI Centre-Val de Loire#1.3498735#48.083793#28200
CFA La Joliverie#-1.5153705#47.1894585#44232
Pôle formation des industries technologiques CFAI Loire - Roanne#4.072161506607#46.065213667744#42300
Antenne de Bar-le-Duc du CFAI de Lorraine#5.1712969#48.7695092#55000
CFA du transport et de la logistique PACA#5.3433115#43.3662282#13321
CFA du lycée Jean Mermoz#7.560344#47.5797629#68301
CFA agricole de la Dordogne#0.698848#45.1750122#24660
CFAI Aquitaine - Site de Dax#-1.0686027#43.6834516#40180
CFA de la CCI du Maine et Loire - Etablissement de formation de Saumur#-0.0804166#47.2531445#49412
Institut des métiers#3.1290764#45.8120263#63039
CFA agricole de la Haute-Loire#3.424045#45.2893599#43100
BTP CFA Loire Atlantique site de Saint Herblain#-1.6538157#47.2219702#44802
Centre public de formation d'apprentis Vauban#7.2791188#43.7038703#6000
CFA de l'AFPIA SolFi2A#-1.3287096#46.9799789#85601
CCI Sud Formation CFA Languedoc-Roussillon - Nîmes Marguerittes#4.4461444#43.8690668#30320
Antenne du CFA de la Bourse du travail (Marseille)#5.6028253#43.1722014#13600
BTP CFA du Loir-et-Cher#1.3223#47.6072044#41000
CFA des métiers de la banque et de la finance#-1.6354217000001#48.0947484#35000
CFA de la chambre de métiers et de l'artisanat de la Charente-Maritime#-1.1491581#46.1726366#17000
PROMEO - site de Soissons#3.3469668#49.3724089#2200
CFA du lycée Le Corbusier#7.7251756#48.5298149#67404
CCI pôle formation Sud - MEFS - CFA#55.6103342#-21.3791947#97410
UFA André Voisin#1.0831496#49.9172202#76201
CFA de la chambre de métiers et de l'artisanat de la Charente - site de Cognac#-0.34430280000004#45.693131#16100
BTP CFA Orne#0.079207#48.417559#61000
CFA agricole de la Guadeloupe#-61.586823#16.267744#97122
CFA commerce et services#1.3780668#43.6491393#31700
CFA des métiers de la production agricole#-2.4171458#48.5200716#22400
CFA agricole et hippique des Ardennes#4.3720291#49.5248483#8300
CFA du bâtiment et des travaux publics Philibert de l'Orme#4.764353#45.804548#69570
CFA des commerces de l'alimentation#2.363153#48.894017#75018
CFA de l'horticulture et du paysage#6.6045928#48.3827695#88700
École des Métiers des Hautes-Pyrénées#0.043651400000044#43.2201438#65000
CFA de la coiffure Ambroise Croisat#2.359446#48.89834#75018
CFA transport logistique (AFTRAL)#5.134708#45.788955#38280
URMA- CIFAM 44 - site de Sainte-Luce-sur-Loire#-1.4882286#47.2633516#44983
Antenne du CFA Schuman - Centre de formation du football club de Metz#6.1624385#49.1097929#57000
UFA Risle-Seine#0.5263035#49.3533868#27501
Institut régional de formation des métiers de l'artisanat - IRFMA de la Lozère#3.4696103#44.5322051#48000
CFA de Tarn et Garonne - Ecole des métiers#1.3706186#44.0381776#82000
CFA des Compagnons du Devoir et du Tour de France de Midi-Pyrénées - site d'Albi#2.162279#43.9289906#81000
CFA DIFCAM Banque et assurance (DIFCAM)#2.1394364#43.9199665#81012
CFA François Rabelais#4.7629028#45.8161875#69571
CFA commerce#-0.6657587#45.7432637#17112
PROMEO - site de Friville-Escarbotin#1.5383681#50.0826824#80534
CFA du Grand Bergeracois#0.4965139#44.8609943#24100
CFA de la pharmacie, santé, sanitaire et social ACPPAV - site de Poissy#2.063588#48.94686#78306
CFA agricole des Deux-Sèvres - site de Bressuire#-0.4268456#46.8288643#79308
CFA transport et logistique AFTRAL - Rungis#2.3598#48.764499#94516
CFA André Fargier#4.358792#44.541469#7200
CFA Tertiaire de la CCI de Martinique#-61.098447#14.62287#97233
CFA transport et logistique-AFTRAL#5.0325934#47.29458#21600
CFA Saint-Bénigne#5.0427971#47.3558147#21000
CFA des métiers de l'hôtellerie#-1.0568765#43.7149077#40100
CFA des Compagnons du Devoir de Champagne-Ardenne antenne de Reims#4.0138041#49.265998#51100
CFA interprofessionnel de la Marne#4.3431913#48.9479055#51016
Pôle formation des industries technologiques - CFA de l'industrie Calvados et Manche#-0.3593636#49.2067864#14000
CFA agricole de Kerliver#-4.1613964#48.3275207#29460
CFA transport, logistique, voyageurs#0.5137196#44.8584325#24107
CFA de la pharmacie - Bourges#2.4103449#47.110623#18000
CFA de la maison familiale rurale de la Grange Colombe#1.848262#48.656046#78120
Maison de l'apprentissage site du CFA ACCIPIO - CCI Nantes St Nazaire#-2.2678425#47.2614544#44600
AFTRAL - CFA du transport et de la logistique#3.9457724#43.5749097#34470
Centre de formation Bourgogne-Franche-Comté - antenne du CFA des MFR#5.9635035#47.2557061#25000
CFA agricole de la Nièvre site de Challuy#3.15767#46.9536502#58000
CFA Chambre de métiers et de l'artisanat#3.0511899#50.5897713#59635
UFA ISD - Flaubert#1.127537#49.4542491#76044
CFA Chambre de métiers et de l'artisanat#1.835147#50.955964#62104
CFPPA - UFA de la Haute Somme - site de Péronne#2.9280592#49.9357327#80201
CFA des Compagnons du devoir Poitou-Charentes - site d'Angoulême#0.2081911#45.6649427#16340
CFA du BTP des Pyrénées-Orientales#2.9089824#42.6675999#66100
BTP CFA Rueil-Malmaison#2.184448#48.858052#92500
CFA Ecole de travail - ORT#2.3606#48.856559#75004
CFA des travaux publics de Bretagne#-2.37952709198#47.936241866065#56800
CFA Gobelins l'école de l'image - Site Noisy-le-Grand#2.577485#48.833288#93160
CFA agricole de l'Allier#3.2927215#46.5522757#3017
CFA de l'AFPIA Sud-Est#4.875074#45.746349#69003
BTP CFA Sarthe#0.1595537#48.0138927#72018
CFA AFORPA Jean-Claude Andrieu#2.44704#48.817961#94410
CFA agricole de la Vienne - site de Thuré#0.4565706#46.8317047#86540
CFA du lycée Saint-Cricq#-0.359559#43.2980842#64015
CFA Hauts-de-France - Grand Hainaut Apprentissage#3.5148817#50.3332752#59300
CFA des métiers de la viande#2.408286#48.837888#75012
UFA Le Hurle-Vent#1.3659388#50.0554237#76470
CFA CFMDA (Centre de Formation Multipro Drôme Ardèche)#4.841612#44.775682#26250
CFA du pays de Montbéliard#6.8122727#47.5382277#25200
CFA des Compagnons du Devoir et du Tour de France#0.6792109#47.4283135#37099
URMA, Centre de formation de Saint-Gilles les Hauts#55.3012#-20.9688#97435
CFA transport et logistique#4.1087547#49.2214612#51683
CFA de la pharmacie de l'Aube#4.0796563#48.2925254#10002
UFA Henri Rol-Tanguy#4.9802239#43.4072292#13110
CFAI Centre-Val de Loire#1.8333471#47.8881911#45380
Antenne de Saulxures-sur-Moselotte du CFA des MFR de Lorraine#6.788956#47.9497362#88290
CFAI Adour (Pôle Formation des Industries Technologiques)#0.0806914#43.2459293#65000
PROMEO, site de Senlis#2.6000775#49.2062606#60300
CFA Hauts-de-France - UFA AGFCPS#1.643343#50.7288534#62280
BTP CFA Nord Pas de Calais#3.5244439#50.3371164#59770
CFA agricole de l'Hérault - site de Pézenas#3.417833#43.4627443#34120
CFA du lycée Paul Emile Victor#7.4793887#48.461952#67210
Centre de formation d'apprentis de l'industrie de Champagne-Ardenne site Aube#4.0805613#48.2701898#10430
CFA du BTP du Gard#4.1471521#44.1001611#30340
CFA Saint-Joseph#5.0377761#47.315352#21000
CFA des métiers de l'automobile Ph. Charbonneaux#6.1474487#49.0855752#57152
CFA coiffure esthétique Jasmin#1.4350504#43.597102#31300
Site de Brive-Voutezac - CDFAA de la Corrèze#1.4098269#45.2627065#19130
CFAI du Languedoc Roussillon#4.0009483#43.6522611#34748
CFA agricole de la Charente-Maritime#-0.647726#45.7601527#17119
CFA Agricole et forestier des Ardennes#4.7740752#49.7641487#8090
CFA de la pharmacie, santé, sanitaire et social ACPPAV - site de Juvisy#2.380134#48.686502#91260
CFA des courses hippiques#2.533167#48.741666#94470
Antenne CFPPA de Pixérécourt du CFA agricole de Meurthe-et-Moselle#6.1804534#48.7301671#54220
CFAI du Dauphiné (Pôle formation des industries technologiques)#5.057637#45.332244#38270
CFA du sport de Bourgogne#5.0483562#47.3523776#21000
CFA de l'industrie Seine et Marne - site de Dammarie-les-Lys#2.643768#48.531065#77190
CFA de l'Education Nationale de Vaucluse#5.0532239#44.0453011#84200
CFA Promotrans#-0.3034493#49.1559774#14120
CFA de la Bourse du travail#5.3797964#43.3001707#13001
CFA Les Marronniers - Annexe d'Antibes - IME Pierre Merli#7.0840315#43.5964779#6600
CFA de la CCI de Rennes - Faculté des métiers#-1.744353#48.043438#35170
CFA de la poissonnerie#2.3525367#48.7504369#94569
CFA Léonard de Vinci#2.2363593#48.8966177#92916
CFA de l'école des fleuristes de Paris#2.384111#48.878347#75019
CFA de la Chambre de commerce et d'industrie de la Sarthe#0.2297888#47.9825103#72100
CFA Lavoisier#1.51333#45.1528242#19311
Centre AFPI#3.5168763#50.3723195#59312
CFA de la Chambre des Métiers et de l'Artisanat de la Corrèze (Les Treize Vents)#1.7857499#45.2675579#19004
CFA de l'hôtellerie Jean Monnet#1.2923073#45.8510433#87065
CFA Promotrans#1.1134999#49.3938666#76800
FCMB CFA Compagnons du Tour de France#6.086633#45.8851229#74600
CFA transport et logistique AFTRAL - Gennevilliers#2.284736#48.939166#92230
BTP CFA Puy-de-Dôme#3.1130668#45.7682232#63000
CFA polyvalent de Marzy#3.0819885#47.0027975#58180
CFA de la pharmacie#1.5183515#45.1642045#19100
CFA des métiers du bâtiment de Felletin#2.17557#45.8881337#23500
Institut libournais de formation par l'apprentissage#-0.2356658#44.9381394#33504
CFA agricole de l'Aude - site de Limoux#2.215853#43.053557#11300
